Table 13: Local Authority: Gross Domestic Product (GDP)1 chained volume measures (CVM) per head2 annual growth rates,,,,,,,,,,,,,,,,,,,,,,,%
NUTS1 Region,LA code,LA name,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,20183
North East,E06000001,Hartlepool,-,3.4,-0.9,-5.4,4.1,1.7,4.3,-1.7,1.8,2.1,1.3,-4.2,4.3,1.4,-2.6,-0.5,-0.7,3.6,4.1,-2.5,-2.6
North East,E06000002,Middlesbrough,-,6.0,1.0,-0.8,3.1,2.0,6.5,2.2,3.9,1.7,0.1,-1.1,0.2,0.3,2.6,-5.2,-0.8,2.8,4.4,0.4,3.5
North East,E06000003,Redcar and Cleveland,-,22.1,-4.8,-5.6,3.5,4.2,2.0,-6.8,-0.1,0.5,-1.5,-0.2,11.8,0.8,2.4,-0.4,-11.5,-21.3,-5.0,0.3,2.6
North East,E06000004,Stockton-on-Tees,-,3.2,0.6,-1.1,3.0,4.8,5.8,0.3,2.7,2.3,0.2,-2.3,0.3,1.3,-3.8,-0.5,10.1,11.6,-2.0,-3.5,-4.8
North East,E06000005,Darlington,-,7.7,9.7,10.2,5.9,5.5,7.6,0.0,-2.2,-3.7,-0.8,-6.6,6.0,1.0,0.7,5.4,2.3,3.7,-8.5,7.1,-6.4
North East,E06000047,County Durham,-,3.9,2.0,0.9,4.2,4.1,5.0,0.1,2.5,0.6,-1.1,-2.3,1.1,-2.6,1.0,-1.4,-2.1,0.3,-1.6,1.2,1.3
North East,E06000057,Northumberland,-,-0.4,2.2,4.7,5.8,2.0,5.0,1.1,1.0,-0.4,-1.3,-4.3,2.0,-0.8,-1.3,1.3,0.8,2.4,1.3,-1.6,-2.9
North East,E08000021,Newcastle upon Tyne,-,0.4,3.6,6.2,4.8,2.5,6.2,2.7,3.2,-1.3,-2.0,-4.8,1.8,3.5,1.8,-4.8,-0.3,4.7,0.5,0.3,-1.5
North East,E08000022,North Tyneside,-,3.6,3.4,8.5,7.7,3.4,6.2,3.0,0.5,-0.5,0.0,-5.4,5.6,0.8,-1.7,0.6,-1.2,0.2,1.0,8.6,4.4
North East,E08000023,South Tyneside,-,-0.1,2.4,2.9,2.5,2.9,6.8,4.6,10.0,1.1,-5.3,-6.1,1.0,8.1,1.3,-4.3,5.7,1.3,-8.2,-3.9,0.5
North East,E08000024,Sunderland,-,0.9,3.3,4.6,7.8,3.4,7.2,1.7,0.2,-0.3,-1.1,-5.3,1.3,2.8,-2.2,7.7,1.2,2.8,-0.2,0.0,4.9
North East,E08000037,Gateshead,-,-6.8,6.6,6.0,4.8,1.3,7.2,3.4,2.4,-0.4,-3.1,-7.9,0.7,4.7,-2.7,-9.6,1.1,-2.9,3.9,-5.2,4.7
North West,E06000008,Blackburn with Darwen,-,5.2,1.4,0.4,2.9,4.5,3.5,-0.2,1.1,1.8,-1.2,-6.1,2.4,0.9,0.9,4.3,2.7,8.3,0.0,4.3,-3.0
North West,E06000009,Blackpool,-,4.0,3.3,1.5,2.8,3.8,4.1,-0.3,0.9,-0.1,-9.9,-4.6,4.0,0.0,-1.8,2.9,2.2,4.2,4.1,4.4,3.5
North West,E06000007,Warrington,-,2.1,3.6,9.1,2.2,1.1,3.3,3.6,1.8,3.4,-2.1,-12.6,6.9,1.9,-0.2,2.9,4.7,4.2,-1.3,4.0,-1.0
North West,E06000049,Cheshire East,-,2.9,2.1,16.7,1.3,-2.6,8.8,4.3,2.6,0.3,-5.3,-5.2,2.6,0.1,7.7,3.3,5.1,-1.6,4.9,0.8,4.0
North West,E06000050,Cheshire West and Chester,-,12.4,2.0,-2.6,0.1,-6.4,3.2,5.6,-2.8,6.3,0.5,2.0,3.8,-9.8,6.7,3.4,0.2,-3.9,3.0,2.4,-0.8
North West,E06000006,Halton,-,9.9,6.3,5.2,4.3,8.5,3.4,1.5,5.8,-4.3,-1.2,-1.0,3.7,-2.3,-2.5,0.8,2.9,-0.2,-1.4,2.6,7.5
North West,E07000026,Allerdale,-,1.9,3.7,0.9,5.0,-0.8,-0.4,0.6,6.3,0.6,1.7,-3.4,8.1,-2.1,-2.1,5.0,4.2,-1.4,-8.5,-0.9,0.7
North West,E07000027,Barrow-in-Furness,-,-5.7,2.2,-8.6,4.1,9.1,4.3,-6.5,9.5,10.2,6.0,0.3,10.3,2.0,4.8,3.7,0.3,4.5,1.1,3.3,0.1
North West,E07000028,Carlisle,-,1.8,4.2,-0.1,3.9,5.8,1.4,0.3,5.1,1.1,1.4,-4.0,2.6,-1.1,-2.3,6.5,4.3,1.7,0.0,-0.5,-1.0
North West,E07000029,Copeland,-,5.7,-24.0,0.0,-0.2,2.4,3.7,13.2,10.5,-7.7,10.0,-2.4,2.1,0.9,1.8,2.6,0.9,-2.1,-6.8,-1.8,1.6
North West,E07000030,Eden,-,2.0,1.2,-0.7,8.0,4.8,1.4,3.3,3.6,-2.6,-0.3,-5.4,3.0,-0.3,-2.2,4.9,1.1,4.4,-3.8,1.3,2.0
North West,E07000031,South Lakeland,-,1.7,0.6,3.8,6.8,8.2,1.6,0.7,4.8,-0.9,1.8,4.5,2.3,1.6,1.2,-2.6,-9.2,29.3,-0.5,10.4,-3.9
North West,E07000117,Burnley,-,5.0,1.0,2.5,-1.4,5.1,4.6,3.3,3.1,4.9,-4.1,-5.9,10.1,1.7,6.2,1.8,11.9,-4.7,2.3,4.1,5.2
North West,E07000118,Chorley,-,3.1,2.2,1.5,5.1,4.0,2.0,-0.8,-0.4,0.9,-3.1,-3.9,4.3,0.3,0.9,-0.4,-0.8,5.7,1.8,-1.2,2.9
North West,E07000119,Fylde,-,3.8,1.6,4.3,1.5,5.5,5.3,-1.4,-0.5,4.4,3.8,-4.1,3.6,-3.7,11.0,-11.1,-14.0,1.6,5.2,8.3,-7.9
North West,E07000120,Hyndburn,-,3.4,-2.8,0.7,3.3,2.7,4.4,0.3,2.3,5.4,0.2,-7.3,3.4,7.1,0.1,5.8,0.9,5.5,6.2,-3.4,-7.2
North West,E07000121,Lancaster,-,1.8,-1.2,0.5,5.4,7.4,3.7,4.6,-0.5,1.4,-4.8,-14.2,2.1,2.8,-1.4,8.8,-0.4,-2.6,-0.9,-2.5,-0.9
North West,E07000122,Pendle,-,5.5,1.0,3.4,-7.1,7.0,4.2,6.6,4.0,3.4,-9.0,-6.9,9.4,0.3,-3.6,9.3,0.3,9.4,1.4,-7.4,4.3
North West,E07000123,Preston,-,2.4,1.8,4.7,7.3,6.2,-2.7,-0.6,9.0,-0.4,-5.4,-4.2,4.3,12.0,-5.1,-4.3,1.3,4.3,7.0,-4.5,3.6
North West,E07000124,Ribble Valley,-,0.6,-2.1,0.6,5.3,2.9,2.5,-0.7,0.3,0.4,1.1,-2.9,0.7,3.6,2.3,8.6,4.4,0.2,-6.1,8.6,-0.9
North West,E07000125,Rossendale,-,1.3,0.1,-0.3,4.1,5.7,4.7,-2.2,1.3,4.3,-0.5,-7.4,3.7,5.5,-2.7,5.1,0.4,4.6,-0.1,-0.1,-3.7
North West,E07000126,South Ribble,-,4.4,-0.4,-0.3,6.6,5.0,4.0,-1.1,-5.1,5.2,-3.1,-9.3,3.5,4.6,3.0,2.0,12.6,3.4,4.6,-1.0,3.1
